bn2,replicat,pHoming,fs2,interdistance,nbInd,fs1,surfaceOfBV1,ratioS95S50,weightOfDeathBasin,surfaceOfBV2,bn1
BV2,8,0.9,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,8,0.9,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,8,0.9,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,8,0.9,0,300,5000,0,10000,1.8,0.4,10000,BV1
BV2,8,0.9,0,300,500,0,10000,1.8,0.4,10000,BV1
BV2,8,0.9,0,100,5000,0,10000,1.8,0.4,10000,BV1
BV2,8,0.9,0,100,500,0,10000,1.8,0.4,10000,BV1
BV2,8,0.9,0,300,5000,0,10000,1.8,0.2,10000,BV1
BV2,8,0.9,0,300,500,0,10000,1.8,0.2,10000,BV1
BV2,8,0.9,0,100,5000,0,10000,1.8,0.2,10000,BV1
BV2,8,0.9,0,100,500,0,10000,1.8,0.2,10000,BV1
BV2,8,0.5,2,300,5000,2,10000,2.0,0.4,10000,BV1
BV2,8,0.5,2,300,500,2,10000,2.0,0.4,10000,BV1
BV2,8,0.5,2,100,5000,2,10000,2.0,0.4,10000,BV1
BV2,8,0.5,2,100,500,2,10000,2.0,0.4,10000,BV1
BV2,8,0.5,2,300,5000,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,0,300,5000,0,10000,1.8,0.4,10000,BV1
BV2,8,0.5,0,300,500,0,10000,1.8,0.4,10000,BV1
BV2,8,0.5,0,100,5000,0,10000,1.8,0.4,10000,BV1
BV2,8,0.5,0,100,500,0,10000,1.8,0.4,10000,BV1
BV2,8,0.5,0,300,5000,0,10000,1.8,0.2,10000,BV1
BV2,8,0.5,0,300,500,0,10000,1.8,0.2,10000,BV1
BV2,8,0.5,0,100,5000,0,10000,1.8,0.2,10000,BV1
BV2,8,0.5,0,100,500,0,10000,1.8,0.2,10000,BV1
BV2,7,0.9,2,300,5000,2,10000,2.0,0.4,100000,BV1
BV2,7,0.9,2,300,500,2,10000,2.0,0.4,100000,BV1
BV2,7,0.9,2,100,5000,2,10000,2.0,0.4,100000,BV1
BV2,7,0.9,2,100,500,2,10000,2.0,0.4,100000,BV1
BV2,7,0.9,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,7,0.9,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,7,0.9,2,100,5000,2,10000,2.0,0.2,100000,BV1
BV2,7,0.9,2,100,500,2,10000,2.0,0.2,100000,BV1
BV2,7,0.9,0,300,5000,0,10000,1.8,0.4,100000,BV1
BV2,7,0.9,0,300,500,0,10000,1.8,0.4,100000,BV1
BV2,7,0.9,0,100,5000,0,10000,1.8,0.4,100000,BV1
BV2,7,0.9,0,100,500,0,10000,1.8,0.4,100000,BV1
BV2,7,0.9,0,300,5000,0,10000,1.8,0.2,100000,BV1
BV2,7,0.9,0,300,500,0,10000,1.8,0.2,100000,BV1
BV2,7,0.9,0,100,5000,0,10000,1.8,0.2,100000,BV1
BV2,7,0.9,0,100,500,0,10000,1.8,0.2,100000,BV1
BV2,7,0.5,2,300,5000,2,10000,2.0,0.4,100000,BV1
BV2,7,0.5,2,300,500,2,10000,2.0,0.4,100000,BV1
BV2,7,0.5,2,100,5000,2,10000,2.0,0.4,100000,BV1
BV2,7,0.5,2,100,500,2,10000,2.0,0.4,100000,BV1
BV2,7,0.5,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,7,0.5,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,9,0.9,0,100,5000,0,100000,1.8,0.2,100000,BV1
BV2,5,0.9,2,100,5000,2,10000,2.0,0.4,10000,BV1
BV2,9,0.9,0,100,500,0,100000,1.8,0.2,100000,BV1
BV2,5,0.9,2,100,500,2,10000,2.0,0.4,10000,BV1
BV2,9,0.5,2,300,5000,2,100000,2.0,0.4,100000,BV1
BV2,5,0.9,2,300,5000,2,10000,2.0,0.2,10000,BV1
BV2,9,0.5,2,300,500,2,100000,2.0,0.4,100000,BV1
BV2,5,0.9,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,9,0.5,2,100,5000,2,100000,2.0,0.4,100000,BV1
BV2,5,0.9,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,9,0.5,2,100,500,2,100000,2.0,0.4,100000,BV1
BV2,5,0.9,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,9,0.5,2,300,5000,2,100000,2.0,0.2,100000,BV1
BV2,5,0.9,0,300,5000,0,10000,1.8,0.4,10000,BV1
BV2,9,0.5,2,300,500,2,100000,2.0,0.2,100000,BV1
BV2,5,0.9,0,300,500,0,10000,1.8,0.4,10000,BV1
BV2,9,0.5,2,100,5000,2,100000,2.0,0.2,100000,BV1
BV2,5,0.9,0,100,5000,0,10000,1.8,0.4,10000,BV1
BV2,9,0.5,2,100,500,2,100000,2.0,0.2,100000,BV1
BV2,5,0.9,0,100,500,0,10000,1.8,0.4,10000,BV1
BV2,9,0.5,0,300,5000,0,100000,1.8,0.4,100000,BV1
BV2,5,0.9,0,300,5000,0,10000,1.8,0.2,10000,BV1
BV2,9,0.5,0,300,500,0,100000,1.8,0.4,100000,BV1
BV2,5,0.9,0,300,500,0,10000,1.8,0.2,10000,BV1
BV2,9,0.5,0,100,5000,0,100000,1.8,0.4,100000,BV1
BV2,5,0.9,0,100,5000,0,10000,1.8,0.2,10000,BV1
BV2,9,0.5,0,100,500,0,100000,1.8,0.4,100000,BV1
BV2,5,0.9,0,100,500,0,10000,1.8,0.2,10000,BV1
BV2,9,0.5,0,300,5000,0,100000,1.8,0.2,100000,BV1
BV2,5,0.5,2,300,5000,2,10000,2.0,0.4,10000,BV1
BV2,9,0.5,0,300,500,0,100000,1.8,0.2,100000,BV1
BV2,5,0.5,2,300,500,2,10000,2.0,0.4,10000,BV1
BV2,9,0.5,0,100,5000,0,100000,1.8,0.2,100000,BV1
BV2,5,0.5,2,100,5000,2,10000,2.0,0.4,10000,BV1
BV2,9,0.5,0,100,500,0,100000,1.8,0.2,100000,BV1
BV2,5,0.5,2,100,500,2,10000,2.0,0.4,10000,BV1
BV2,9,0.9,2,300,5000,2,100000,2.0,0.4,10000,BV1
BV2,5,0.5,2,300,5000,2,10000,2.0,0.2,10000,BV1
BV2,9,0.9,2,300,500,2,100000,2.0,0.4,10000,BV1
BV2,5,0.5,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,9,0.9,2,100,5000,2,100000,2.0,0.4,10000,BV1
BV2,5,0.5,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,9,0.9,2,100,500,2,100000,2.0,0.4,10000,BV1
BV2,5,0.5,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,9,0.9,2,300,5000,2,100000,2.0,0.2,10000,BV1
BV2,5,0.5,0,300,5000,0,10000,1.8,0.4,10000,BV1
BV2,9,0.9,2,300,500,2,100000,2.0,0.2,10000,BV1
BV2,5,0.5,0,300,500,0,10000,1.8,0.4,10000,BV1
BV2,9,0.9,2,100,5000,2,100000,2.0,0.2,10000,BV1
BV2,5,0.5,0,100,5000,0,10000,1.8,0.4,10000,BV1
BV2,9,0.9,2,100,500,2,100000,2.0,0.2,10000,BV1
BV2,5,0.5,0,100,500,0,10000,1.8,0.4,10000,BV1
BV2,9,0.9,0,300,5000,0,100000,1.8,0.4,10000,BV1
BV2,5,0.5,0,300,5000,0,10000,1.8,0.2,10000,BV1
BV2,9,0.9,0,300,500,0,100000,1.8,0.4,10000,BV1
BV2,5,0.5,0,300,500,0,10000,1.8,0.2,10000,BV1
BV2,9,0.9,0,100,5000,0,100000,1.8,0.4,10000,BV1
BV2,5,0.5,0,100,5000,0,10000,1.8,0.2,10000,BV1
BV2,9,0.9,0,100,500,0,100000,1.8,0.4,10000,BV1
BV2,5,0.5,0,100,500,0,10000,1.8,0.2,10000,BV1
BV2,9,0.9,0,300,5000,0,100000,1.8,0.2,10000,BV1
BV2,4,0.9,2,300,5000,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,0,300,500,0,100000,1.8,0.2,10000,BV1
BV2,4,0.9,2,300,500,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,0,100,5000,0,100000,1.8,0.2,10000,BV1
BV2,4,0.9,2,100,5000,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,0,100,500,0,100000,1.8,0.2,10000,BV1
BV2,4,0.9,2,100,500,2,10000,2.0,0.4,100000,BV1
BV2,9,0.5,2,300,5000,2,100000,2.0,0.4,10000,BV1
BV2,4,0.9,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,9,0.5,2,300,500,2,100000,2.0,0.4,10000,BV1
BV2,4,0.9,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,9,0.5,2,100,5000,2,100000,2.0,0.4,10000,BV1
BV2,4,0.9,2,100,5000,2,10000,2.0,0.2,100000,BV1
BV2,9,0.5,2,100,500,2,100000,2.0,0.4,10000,BV1
BV2,4,0.9,2,100,500,2,10000,2.0,0.2,100000,BV1
BV2,9,0.5,2,300,5000,2,100000,2.0,0.2,10000,BV1
BV2,4,0.9,0,300,5000,0,10000,1.8,0.4,100000,BV1
BV2,9,0.5,2,300,500,2,100000,2.0,0.2,10000,BV1
BV2,4,0.9,0,300,500,0,10000,1.8,0.4,100000,BV1
BV2,9,0.5,2,100,5000,2,100000,2.0,0.2,10000,BV1
BV2,4,0.9,0,100,5000,0,10000,1.8,0.4,100000,BV1
BV2,9,0.5,2,100,500,2,100000,2.0,0.2,10000,BV1
BV2,4,0.9,0,100,500,0,10000,1.8,0.4,100000,BV1
BV2,9,0.5,0,300,5000,0,100000,1.8,0.4,10000,BV1
BV2,4,0.9,0,300,5000,0,10000,1.8,0.2,100000,BV1
BV2,9,0.5,0,300,500,0,100000,1.8,0.4,10000,BV1
BV2,4,0.9,0,300,500,0,10000,1.8,0.2,100000,BV1
BV2,9,0.5,0,100,5000,0,100000,1.8,0.4,10000,BV1
BV2,4,0.9,0,100,5000,0,10000,1.8,0.2,100000,BV1
BV2,9,0.5,0,100,500,0,100000,1.8,0.4,10000,BV1
BV2,4,0.9,0,100,500,0,10000,1.8,0.2,100000,BV1
BV2,9,0.5,0,300,5000,0,100000,1.8,0.2,10000,BV1
BV2,4,0.5,2,300,5000,2,10000,2.0,0.4,100000,BV1
BV2,9,0.5,0,300,500,0,100000,1.8,0.2,10000,BV1
BV2,4,0.5,2,300,500,2,10000,2.0,0.4,100000,BV1
BV2,9,0.5,0,100,5000,0,100000,1.8,0.2,10000,BV1
BV2,4,0.5,2,100,5000,2,10000,2.0,0.4,100000,BV1
BV2,9,0.5,0,100,500,0,100000,1.8,0.2,10000,BV1
BV2,4,0.5,2,100,500,2,10000,2.0,0.4,100000,BV1
BV2,8,0.9,2,300,5000,2,100000,2.0,0.4,100000,BV1
BV2,4,0.5,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,8,0.9,2,300,500,2,100000,2.0,0.4,100000,BV1
BV2,4,0.5,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,8,0.9,2,100,5000,2,100000,2.0,0.4,100000,BV1
BV2,4,0.5,2,100,5000,2,10000,2.0,0.2,100000,BV1
BV2,8,0.9,2,100,500,2,100000,2.0,0.4,100000,BV1
BV2,4,0.5,2,100,500,2,10000,2.0,0.2,100000,BV1
BV2,8,0.9,2,300,5000,2,100000,2.0,0.2,100000,BV1
BV2,4,0.5,0,300,5000,0,10000,1.8,0.4,100000,BV1
BV2,8,0.9,2,300,500,2,100000,2.0,0.2,100000,BV1
BV2,4,0.5,0,300,500,0,10000,1.8,0.4,100000,BV1
BV2,8,0.9,2,100,5000,2,100000,2.0,0.2,100000,BV1
BV2,4,0.5,0,100,5000,0,10000,1.8,0.4,100000,BV1
BV2,8,0.9,2,100,500,2,100000,2.0,0.2,100000,BV1
BV2,4,0.5,0,100,500,0,10000,1.8,0.4,100000,BV1
BV2,8,0.9,0,300,5000,0,100000,1.8,0.4,100000,BV1
BV2,4,0.5,0,300,5000,0,10000,1.8,0.2,100000,BV1
BV2,8,0.9,0,300,500,0,100000,1.8,0.4,100000,BV1
BV2,4,0.5,0,300,500,0,10000,1.8,0.2,100000,BV1
BV2,8,0.9,0,100,5000,0,100000,1.8,0.4,100000,BV1
BV2,4,0.5,0,100,5000,0,10000,1.8,0.2,100000,BV1
BV2,8,0.9,0,100,500,0,100000,1.8,0.4,100000,BV1
BV2,4,0.5,0,100,500,0,10000,1.8,0.2,100000,BV1
BV2,8,0.9,0,300,5000,0,100000,1.8,0.2,100000,BV1
BV2,4,0.9,2,300,5000,2,10000,2.0,0.4,10000,BV1
BV2,8,0.9,0,300,500,0,100000,1.8,0.2,100000,BV1
BV2,4,0.9,2,300,500,2,10000,2.0,0.4,10000,BV1
BV2,8,0.9,0,100,5000,0,100000,1.8,0.2,100000,BV1
BV2,4,0.9,2,100,5000,2,10000,2.0,0.4,10000,BV1
BV2,8,0.9,0,100,500,0,100000,1.8,0.2,100000,BV1
BV2,4,0.9,2,100,500,2,10000,2.0,0.4,10000,BV1
BV2,8,0.5,2,300,5000,2,100000,2.0,0.4,100000,BV1
BV2,4,0.9,2,300,5000,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,2,300,500,2,100000,2.0,0.4,100000,BV1
BV2,4,0.9,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,2,100,5000,2,100000,2.0,0.4,100000,BV1
BV2,4,0.9,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,8,0.5,2,100,500,2,100000,2.0,0.4,100000,BV1
BV2,4,0.9,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,10,0.9,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,10,0.9,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,10,0.9,2,100,5000,2,10000,2.0,0.2,100000,BV1
BV2,10,0.9,2,100,500,2,10000,2.0,0.2,100000,BV1
BV2,10,0.9,0,300,5000,0,10000,1.8,0.4,100000,BV1
BV2,10,0.9,0,300,500,0,10000,1.8,0.4,100000,BV1
BV2,10,0.9,0,100,5000,0,10000,1.8,0.4,100000,BV1
BV2,10,0.9,0,100,500,0,10000,1.8,0.4,100000,BV1
BV2,10,0.9,0,300,5000,0,10000,1.8,0.2,100000,BV1
BV2,10,0.9,0,300,500,0,10000,1.8,0.2,100000,BV1
BV2,10,0.9,0,100,5000,0,10000,1.8,0.2,100000,BV1
BV2,10,0.9,0,100,500,0,10000,1.8,0.2,100000,BV1
BV2,10,0.5,2,300,5000,2,10000,2.0,0.4,100000,BV1
BV2,10,0.5,2,300,500,2,10000,2.0,0.4,100000,BV1
BV2,10,0.5,2,100,5000,2,10000,2.0,0.4,100000,BV1
BV2,10,0.5,2,100,500,2,10000,2.0,0.4,100000,BV1
BV2,10,0.5,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,10,0.5,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,10,0.5,2,100,5000,2,10000,2.0,0.2,100000,BV1
BV2,10,0.5,2,100,500,2,10000,2.0,0.2,100000,BV1
BV2,10,0.5,0,300,5000,0,10000,1.8,0.4,100000,BV1
BV2,10,0.5,0,300,500,0,10000,1.8,0.4,100000,BV1
BV2,10,0.5,0,100,5000,0,10000,1.8,0.4,100000,BV1
BV2,10,0.5,0,100,500,0,10000,1.8,0.4,100000,BV1
BV2,10,0.5,0,300,5000,0,10000,1.8,0.2,100000,BV1
BV2,10,0.5,0,300,500,0,10000,1.8,0.2,100000,BV1
BV2,10,0.5,0,100,5000,0,10000,1.8,0.2,100000,BV1
BV2,10,0.5,0,100,500,0,10000,1.8,0.2,100000,BV1
BV2,10,0.9,2,300,5000,2,10000,2.0,0.4,10000,BV1
BV2,10,0.9,2,300,500,2,10000,2.0,0.4,10000,BV1
BV2,10,0.9,2,100,5000,2,10000,2.0,0.4,10000,BV1
BV2,10,0.9,2,100,500,2,10000,2.0,0.4,10000,BV1
BV2,10,0.9,2,300,5000,2,10000,2.0,0.2,10000,BV1
BV2,10,0.9,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,10,0.9,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,10,0.9,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,10,0.9,0,300,5000,0,10000,1.8,0.4,10000,BV1
BV2,10,0.9,0,300,500,0,10000,1.8,0.4,10000,BV1
BV2,10,0.9,0,100,5000,0,10000,1.8,0.4,10000,BV1
BV2,10,0.9,0,100,500,0,10000,1.8,0.4,10000,BV1
BV2,10,0.9,0,300,5000,0,10000,1.8,0.2,10000,BV1
BV2,10,0.9,0,300,500,0,10000,1.8,0.2,10000,BV1
BV2,10,0.9,0,100,5000,0,10000,1.8,0.2,10000,BV1
BV2,10,0.9,0,100,500,0,10000,1.8,0.2,10000,BV1
BV2,10,0.5,2,300,5000,2,10000,2.0,0.4,10000,BV1
BV2,10,0.5,2,300,500,2,10000,2.0,0.4,10000,BV1
BV2,10,0.5,2,100,5000,2,10000,2.0,0.4,10000,BV1
BV2,10,0.5,2,100,500,2,10000,2.0,0.4,10000,BV1
BV2,10,0.5,2,300,5000,2,10000,2.0,0.2,10000,BV1
BV2,10,0.5,2,300,500,2,10000,2.0,0.2,10000,BV1
BV2,10,0.5,2,100,5000,2,10000,2.0,0.2,10000,BV1
BV2,10,0.5,2,100,500,2,10000,2.0,0.2,10000,BV1
BV2,10,0.5,0,300,5000,0,10000,1.8,0.4,10000,BV1
BV2,10,0.5,0,300,500,0,10000,1.8,0.4,10000,BV1
BV2,10,0.5,0,100,5000,0,10000,1.8,0.4,10000,BV1
BV2,10,0.5,0,100,500,0,10000,1.8,0.4,10000,BV1
BV2,10,0.5,0,300,5000,0,10000,1.8,0.2,10000,BV1
BV2,10,0.5,0,300,500,0,10000,1.8,0.2,10000,BV1
BV2,10,0.5,0,100,5000,0,10000,1.8,0.2,10000,BV1
BV2,10,0.5,0,100,500,0,10000,1.8,0.2,10000,BV1
BV2,9,0.9,2,300,5000,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,2,300,500,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,2,100,5000,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,2,100,500,2,10000,2.0,0.4,100000,BV1
BV2,9,0.9,2,300,5000,2,10000,2.0,0.2,100000,BV1
BV2,9,0.9,2,300,500,2,10000,2.0,0.2,100000,BV1
BV2,9,0.9,2,100,5000,2,10000,2.0,0.2,100000,BV1
BV2,9,0.9,2,100,500,2,10000,2.0,0.2,100000,BV1
BV2,9,0.9,0,300,5000,0,10000,1.8,0.4,100000,BV1
BV2,9,0.9,0,300,500,0,10000,1.8,0.4,100000,BV1
BV2,10,0.9,2,300,5000,2,100000,2.0,0.4,100000,BV1
BV2,10,0.9,2,300,500,2,100000,2.0,0.4,100000,BV1
BV2,10,0.9,2,100,5000,2,100000,2.0,0.4,100000,BV1
BV2,10,0.9,2,100,500,2,100000,2.0,0.4,100000,BV1
BV2,10,0.9,2,300,5000,2,100000,2.0,0.2,100000,BV1
BV2,10,0.9,2,300,500,2,100000,2.0,0.2,100000,BV1
BV2,10,0.9,2,100,5000,2,100000,2.0,0.2,100000,BV1
BV2,10,0.9,2,100,500,2,100000,2.0,0.2,100000,BV1
